ID,Nombre Formateado,Categoría Calificación,Década,Puntuación Ajustada,Fecha Procesamiento
868,braveheart,Regular,NaNs,NaN,2025-03-13
869,finding-nemo,Buena,NaNs,NaN,2025-03-13
870,pulp-fiction,Regular,NaNs,NaN,2025-03-13
871,titanic,Mala,NaNs,NaN,2025-03-13
872,titanic,Buena,NaNs,NaN,2025-03-13
873,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
874,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
875,the-revenant,Mala,NaNs,NaN,2025-03-13
876,the-godfather,Mala,NaNs,NaN,2025-03-13
877,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
878,the-godfather,Buena,NaNs,NaN,2025-03-13
879,jurassic-park,Regular,NaNs,NaN,2025-03-13
880,the-godfather,Regular,NaNs,NaN,2025-03-13
881,star-wars,Buena,NaNs,NaN,2025-03-13
882,pulp-fiction,Mala,NaNs,NaN,2025-03-13
883,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
884,coco,Buena,NaNs,NaN,2025-03-13
885,parasite,Regular,NaNs,NaN,2025-03-13
886,coco,Mala,NaNs,NaN,2025-03-13
887,finding-nemo,Mala,NaNs,NaN,2025-03-13
888,the-godfather,Buena,NaNs,NaN,2025-03-13
889,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
890,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
891,the-godfather,Buena,NaNs,NaN,2025-03-13
892,interstellar,Regular,NaNs,NaN,2025-03-13
893,braveheart,Regular,NaNs,NaN,2025-03-13
894,inception,Mala,NaNs,NaN,2025-03-13
895,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
896,whiplash,Buena,NaNs,NaN,2025-03-13
897,the-lion-king,Mala,NaNs,NaN,2025-03-13
898,interstellar,Regular,NaNs,NaN,2025-03-13
899,gladiator,Mala,NaNs,NaN,2025-03-13
900,braveheart,Buena,NaNs,NaN,2025-03-13
901,finding-nemo,Mala,NaNs,NaN,2025-03-13
902,interstellar,Regular,NaNs,NaN,2025-03-13
903,braveheart,Regular,NaNs,NaN,2025-03-13
904,jurassic-park,Mala,NaNs,NaN,2025-03-13
905,fight-club,Mala,NaNs,NaN,2025-03-13
906,finding-nemo,Buena,NaNs,NaN,2025-03-13
907,pulp-fiction,Mala,NaNs,NaN,2025-03-13
908,titanic,Mala,NaNs,NaN,2025-03-13
909,schindler's-list,Buena,NaNs,NaN,2025-03-13
910,titanic,Mala,NaNs,NaN,2025-03-13
911,jurassic-park,Mala,NaNs,NaN,2025-03-13
912,the-godfather,Regular,NaNs,NaN,2025-03-13
913,gladiator,Buena,NaNs,NaN,2025-03-13
914,whiplash,Regular,NaNs,NaN,2025-03-13
915,jurassic-park,Mala,NaNs,NaN,2025-03-13
916,fight-club,Mala,NaNs,NaN,2025-03-13
917,the-social-network,Buena,NaNs,NaN,2025-03-13
918,the-revenant,Mala,NaNs,NaN,2025-03-13
919,interstellar,Regular,NaNs,NaN,2025-03-13
920,inception,Buena,NaNs,NaN,2025-03-13
921,the-godfather,Regular,NaNs,NaN,2025-03-13
922,whiplash,Mala,NaNs,NaN,2025-03-13
923,inception,Buena,NaNs,NaN,2025-03-13
924,django-unchained,Mala,NaNs,NaN,2025-03-13
925,parasite,Mala,NaNs,NaN,2025-03-13
926,whiplash,Regular,NaNs,NaN,2025-03-13
927,django-unchained,Buena,NaNs,NaN,2025-03-13
928,the-social-network,Buena,NaNs,NaN,2025-03-13
929,parasite,Mala,NaNs,NaN,2025-03-13
930,gladiator,Regular,NaNs,NaN,2025-03-13
931,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
932,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
933,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
934,fight-club,Buena,NaNs,NaN,2025-03-13
935,jurassic-park,Mala,NaNs,NaN,2025-03-13
936,coco,Regular,NaNs,NaN,2025-03-13
937,star-wars,Mala,NaNs,NaN,2025-03-13
938,the-revenant,Regular,NaNs,NaN,2025-03-13
939,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
940,gladiator,Mala,NaNs,NaN,2025-03-13
941,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
942,coco,Mala,NaNs,NaN,2025-03-13
943,braveheart,Mala,NaNs,NaN,2025-03-13
944,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
945,whiplash,Buena,NaNs,NaN,2025-03-13
946,interstellar,Buena,NaNs,NaN,2025-03-13
947,fight-club,Mala,NaNs,NaN,2025-03-13
948,gladiator,Mala,NaNs,NaN,2025-03-13
949,forrest-gump,Buena,NaNs,NaN,2025-03-13
950,the-social-network,Mala,NaNs,NaN,2025-03-13
951,parasite,Mala,NaNs,NaN,2025-03-13
952,interstellar,Buena,NaNs,NaN,2025-03-13
953,gladiator,Mala,NaNs,NaN,2025-03-13
954,interstellar,Regular,NaNs,NaN,2025-03-13
955,star-wars,Mala,NaNs,NaN,2025-03-13
956,parasite,Regular,NaNs,NaN,2025-03-13
957,parasite,Buena,NaNs,NaN,2025-03-13
958,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
959,the-matrix,Mala,NaNs,NaN,2025-03-13
960,the-revenant,Regular,NaNs,NaN,2025-03-13
961,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
962,fight-club,Mala,NaNs,NaN,2025-03-13
963,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
964,whiplash,Buena,NaNs,NaN,2025-03-13
965,pulp-fiction,Buena,NaNs,NaN,2025-03-13
966,forrest-gump,Buena,NaNs,NaN,2025-03-13
967,gladiator,Buena,NaNs,NaN,2025-03-13
968,jurassic-park,Regular,NaNs,NaN,2025-03-13
969,the-social-network,Mala,NaNs,NaN,2025-03-13
970,coco,Mala,NaNs,NaN,2025-03-13
971,star-wars,Regular,NaNs,NaN,2025-03-13
972,the-lion-king,Mala,NaNs,NaN,2025-03-13
973,star-wars,Buena,NaNs,NaN,2025-03-13
974,fight-club,Regular,NaNs,NaN,2025-03-13
975,parasite,Mala,NaNs,NaN,2025-03-13
976,coco,Mala,NaNs,NaN,2025-03-13
977,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
978,the-social-network,Mala,NaNs,NaN,2025-03-13
979,jurassic-park,Regular,NaNs,NaN,2025-03-13
980,fight-club,Buena,NaNs,NaN,2025-03-13
981,pulp-fiction,Mala,NaNs,NaN,2025-03-13
982,gladiator,Mala,NaNs,NaN,2025-03-13
983,toy-story,Buena,NaNs,NaN,2025-03-13
984,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
985,gladiator,Buena,NaNs,NaN,2025-03-13
986,toy-story,Regular,NaNs,NaN,2025-03-13
987,parasite,Mala,NaNs,NaN,2025-03-13
988,the-lion-king,Mala,NaNs,NaN,2025-03-13
989,pulp-fiction,Buena,NaNs,NaN,2025-03-13
990,the-godfather,Buena,NaNs,NaN,2025-03-13
991,the-matrix,Buena,NaNs,NaN,2025-03-13
992,forrest-gump,Mala,NaNs,NaN,2025-03-13
993,pulp-fiction,Regular,NaNs,NaN,2025-03-13
994,the-revenant,Buena,NaNs,NaN,2025-03-13
995,fight-club,Mala,NaNs,NaN,2025-03-13
996,the-dark-knight,Buena,NaNs,NaN,2025-03-13
997,braveheart,Buena,NaNs,NaN,2025-03-13
998,braveheart,Mala,NaNs,NaN,2025-03-13
999,the-dark-knight,Buena,NaNs,NaN,2025-03-13
1000,finding-nemo,Buena,NaNs,NaN,2025-03-13
1001,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
1002,jurassic-park,Buena,NaNs,NaN,2025-03-13
1003,jurassic-park,Mala,NaNs,NaN,2025-03-13
1004,the-lion-king,Buena,NaNs,NaN,2025-03-13
1005,titanic,Regular,NaNs,NaN,2025-03-13
1006,the-social-network,Buena,NaNs,NaN,2025-03-13
1007,interstellar,Mala,NaNs,NaN,2025-03-13
1008,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
1009,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1010,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1011,the-social-network,Buena,NaNs,NaN,2025-03-13
1012,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1013,pulp-fiction,Mala,NaNs,NaN,2025-03-13
1014,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
1015,schindler's-list,Mala,NaNs,NaN,2025-03-13
1016,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
1017,whiplash,Mala,NaNs,NaN,2025-03-13
1018,interstellar,Regular,NaNs,NaN,2025-03-13
1019,the-matrix,Buena,NaNs,NaN,2025-03-13
1020,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1021,the-dark-knight,Regular,NaNs,NaN,2025-03-13
1022,the-godfather,Mala,NaNs,NaN,2025-03-13
1023,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1024,the-revenant,Mala,NaNs,NaN,2025-03-13
1025,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
1026,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
1027,toy-story,Mala,NaNs,NaN,2025-03-13
1028,braveheart,Mala,NaNs,NaN,2025-03-13
1029,toy-story,Mala,NaNs,NaN,2025-03-13
1030,finding-nemo,Buena,NaNs,NaN,2025-03-13
1031,interstellar,Mala,NaNs,NaN,2025-03-13
1032,the-lion-king,Mala,NaNs,NaN,2025-03-13
1033,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1034,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1035,django-unchained,Buena,NaNs,NaN,2025-03-13
1036,coco,Mala,NaNs,NaN,2025-03-13
1037,gladiator,Mala,NaNs,NaN,2025-03-13
1038,the-lion-king,Regular,NaNs,NaN,2025-03-13
1039,fight-club,Regular,NaNs,NaN,2025-03-13
1040,toy-story,Mala,NaNs,NaN,2025-03-13
1041,jurassic-park,Mala,NaNs,NaN,2025-03-13
1042,the-social-network,Buena,NaNs,NaN,2025-03-13
1043,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
1044,the-godfather,Mala,NaNs,NaN,2025-03-13
1045,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
1046,the-lord-of-the-rings,Regular,NaNs,NaN,2025-03-13
1047,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1048,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
1049,coco,Mala,NaNs,NaN,2025-03-13
1050,finding-nemo,Buena,NaNs,NaN,2025-03-13
1051,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
1052,the-revenant,Regular,NaNs,NaN,2025-03-13
1053,the-lion-king,Regular,NaNs,NaN,2025-03-13
1054,braveheart,Mala,NaNs,NaN,2025-03-13
1055,finding-nemo,Buena,NaNs,NaN,2025-03-13
1056,the-lion-king,Mala,NaNs,NaN,2025-03-13
1057,the-social-network,Buena,NaNs,NaN,2025-03-13
1058,toy-story,Regular,NaNs,NaN,2025-03-13
1059,the-godfather,Buena,NaNs,NaN,2025-03-13
1060,fight-club,Buena,NaNs,NaN,2025-03-13
1061,gladiator,Buena,NaNs,NaN,2025-03-13
1062,the-social-network,Buena,NaNs,NaN,2025-03-13
1063,braveheart,Mala,NaNs,NaN,2025-03-13
1064,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
1065,inception,Buena,NaNs,NaN,2025-03-13
1066,star-wars,Buena,NaNs,NaN,2025-03-13
1067,toy-story,Buena,NaNs,NaN,2025-03-13
1068,whiplash,Buena,NaNs,NaN,2025-03-13
1069,the-matrix,Mala,NaNs,NaN,2025-03-13
1070,gladiator,Regular,NaNs,NaN,2025-03-13
1071,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1072,jurassic-park,Buena,NaNs,NaN,2025-03-13
1073,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
1074,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1075,whiplash,Buena,NaNs,NaN,2025-03-13
1076,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1077,jurassic-park,Regular,NaNs,NaN,2025-03-13
1078,django-unchained,Regular,NaNs,NaN,2025-03-13
1079,the-godfather,Buena,NaNs,NaN,2025-03-13
1080,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1081,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1082,inception,Regular,NaNs,NaN,2025-03-13
1083,django-unchained,Regular,NaNs,NaN,2025-03-13
1084,schindler's-list,Regular,NaNs,NaN,2025-03-13
1085,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1086,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1087,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1088,titanic,Regular,NaNs,NaN,2025-03-13
1089,parasite,Buena,NaNs,NaN,2025-03-13
1090,fight-club,Regular,NaNs,NaN,2025-03-13
1091,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
1092,the-godfather,Mala,NaNs,NaN,2025-03-13
1093,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
1094,forrest-gump,Mala,NaNs,NaN,2025-03-13
1095,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
1096,django-unchained,Mala,NaNs,NaN,2025-03-13
1097,parasite,Regular,NaNs,NaN,2025-03-13
1098,star-wars,Mala,NaNs,NaN,2025-03-13
1099,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
1100,fight-club,Mala,NaNs,NaN,2025-03-13
1101,jurassic-park,Buena,NaNs,NaN,2025-03-13
1102,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1103,toy-story,Regular,NaNs,NaN,2025-03-13
1104,toy-story,Buena,NaNs,NaN,2025-03-13
1105,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
1106,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
1107,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
1108,finding-nemo,Mala,NaNs,NaN,2025-03-13
1109,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
1110,braveheart,Regular,NaNs,NaN,2025-03-13
1111,the-matrix,Mala,NaNs,NaN,2025-03-13
1112,jurassic-park,Regular,NaNs,NaN,2025-03-13
1113,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
1114,toy-story,Mala,NaNs,NaN,2025-03-13
1115,parasite,Buena,NaNs,NaN,2025-03-13
1116,the-dark-knight,Buena,NaNs,NaN,2025-03-13
1117,whiplash,Buena,NaNs,NaN,2025-03-13
1118,forrest-gump,Regular,NaNs,NaN,2025-03-13
1119,star-wars,Mala,NaNs,NaN,2025-03-13
1120,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1121,gladiator,Mala,NaNs,NaN,2025-03-13
1122,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1123,coco,Mala,NaNs,NaN,2025-03-13
1124,toy-story,Mala,NaNs,NaN,2025-03-13
1125,gladiator,Buena,NaNs,NaN,2025-03-13
1126,forrest-gump,Mala,NaNs,NaN,2025-03-13
1127,django-unchained,Buena,NaNs,NaN,2025-03-13
1128,finding-nemo,Regular,NaNs,NaN,2025-03-13
1129,star-wars,Regular,NaNs,NaN,2025-03-13
1130,coco,Regular,NaNs,NaN,2025-03-13
1131,inception,Buena,NaNs,NaN,2025-03-13
1132,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
1133,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1134,titanic,Buena,NaNs,NaN,2025-03-13
1135,parasite,Regular,NaNs,NaN,2025-03-13
1136,pulp-fiction,Buena,NaNs,NaN,2025-03-13
1137,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
1138,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1139,braveheart,Regular,NaNs,NaN,2025-03-13
1140,star-wars,Mala,NaNs,NaN,2025-03-13
1141,schindler's-list,Regular,NaNs,NaN,2025-03-13
1142,finding-nemo,Regular,NaNs,NaN,2025-03-13
1143,the-revenant,Buena,NaNs,NaN,2025-03-13
1144,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
1145,titanic,Buena,NaNs,NaN,2025-03-13
1146,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
1147,pulp-fiction,Mala,NaNs,NaN,2025-03-13
1148,star-wars,Buena,NaNs,NaN,2025-03-13
1149,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
1150,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
1151,braveheart,Buena,NaNs,NaN,2025-03-13
1152,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1153,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
1154,braveheart,Mala,NaNs,NaN,2025-03-13
1155,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1156,interstellar,Mala,NaNs,NaN,2025-03-13
1157,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1158,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
1159,titanic,Regular,NaNs,NaN,2025-03-13
1160,django-unchained,Buena,NaNs,NaN,2025-03-13
1161,the-shawshank-redemption,Buena,NaNs,NaN,2025-03-13
1162,parasite,Buena,NaNs,NaN,2025-03-13
1163,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
1164,star-wars,Mala,NaNs,NaN,2025-03-13
1165,jurassic-park,Buena,NaNs,NaN,2025-03-13
1166,star-wars,Mala,NaNs,NaN,2025-03-13
1167,the-matrix,Mala,NaNs,NaN,2025-03-13
1168,gladiator,Mala,NaNs,NaN,2025-03-13
1169,star-wars,Buena,NaNs,NaN,2025-03-13
1170,whiplash,Mala,NaNs,NaN,2025-03-13
1171,parasite,Buena,NaNs,NaN,2025-03-13
1172,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1173,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
1174,the-lion-king,Mala,NaNs,NaN,2025-03-13
1175,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1176,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
1177,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1178,coco,Regular,NaNs,NaN,2025-03-13
1179,the-grand-budapest-hotel,Regular,NaNs,NaN,2025-03-13
1180,toy-story,Regular,NaNs,NaN,2025-03-13
1181,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1182,forrest-gump,Regular,NaNs,NaN,2025-03-13
1183,toy-story,Buena,NaNs,NaN,2025-03-13
1184,schindler's-list,Regular,NaNs,NaN,2025-03-13
1185,interstellar,Regular,NaNs,NaN,2025-03-13
1186,toy-story,Mala,NaNs,NaN,2025-03-13
1187,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
1188,forrest-gump,Regular,NaNs,NaN,2025-03-13
1189,fight-club,Mala,NaNs,NaN,2025-03-13
1190,coco,Buena,NaNs,NaN,2025-03-13
1191,the-grand-budapest-hotel,Buena,NaNs,NaN,2025-03-13
1192,star-wars,Buena,NaNs,NaN,2025-03-13
1193,the-silence-of-the-lambs,Regular,NaNs,NaN,2025-03-13
1194,toy-story,Regular,NaNs,NaN,2025-03-13
1195,the-matrix,Buena,NaNs,NaN,2025-03-13
1196,finding-nemo,Regular,NaNs,NaN,2025-03-13
1197,titanic,Regular,NaNs,NaN,2025-03-13
1198,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1199,parasite,Regular,NaNs,NaN,2025-03-13
1200,forrest-gump,Mala,NaNs,NaN,2025-03-13
1201,gladiator,Buena,NaNs,NaN,2025-03-13
1202,titanic,Buena,NaNs,NaN,2025-03-13
1203,braveheart,Mala,NaNs,NaN,2025-03-13
1204,django-unchained,Mala,NaNs,NaN,2025-03-13
1205,finding-nemo,Regular,NaNs,NaN,2025-03-13
1206,coco,Mala,NaNs,NaN,2025-03-13
1207,gladiator,Regular,NaNs,NaN,2025-03-13
1208,titanic,Buena,NaNs,NaN,2025-03-13
1209,the-revenant,Mala,NaNs,NaN,2025-03-13
1210,inception,Buena,NaNs,NaN,2025-03-13
1211,toy-story,Regular,NaNs,NaN,2025-03-13
1212,avengers:-endgame,Regular,NaNs,NaN,2025-03-13
1213,inception,Mala,NaNs,NaN,2025-03-13
1214,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
1215,the-social-network,Regular,NaNs,NaN,2025-03-13
1216,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1217,the-grand-budapest-hotel,Mala,NaNs,NaN,2025-03-13
1218,django-unchained,Buena,NaNs,NaN,2025-03-13
1219,forrest-gump,Mala,NaNs,NaN,2025-03-13
1220,django-unchained,Buena,NaNs,NaN,2025-03-13
1221,gladiator,Regular,NaNs,NaN,2025-03-13
1222,pulp-fiction,Regular,NaNs,NaN,2025-03-13
1223,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
1224,the-shawshank-redemption,Mala,NaNs,NaN,2025-03-13
1225,jurassic-park,Mala,NaNs,NaN,2025-03-13
1226,the-revenant,Mala,NaNs,NaN,2025-03-13
1227,parasite,Mala,NaNs,NaN,2025-03-13
1228,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1229,avengers:-endgame,Buena,NaNs,NaN,2025-03-13
1230,gladiator,Mala,NaNs,NaN,2025-03-13
1231,inception,Regular,NaNs,NaN,2025-03-13
1232,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
1233,pulp-fiction,Regular,NaNs,NaN,2025-03-13
1234,whiplash,Buena,NaNs,NaN,2025-03-13
1235,star-wars,Buena,NaNs,NaN,2025-03-13
1236,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1237,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
1238,finding-nemo,Mala,NaNs,NaN,2025-03-13
1239,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
1240,whiplash,Regular,NaNs,NaN,2025-03-13
1241,coco,Regular,NaNs,NaN,2025-03-13
1242,pulp-fiction,Buena,NaNs,NaN,2025-03-13
1243,fight-club,Buena,NaNs,NaN,2025-03-13
1244,the-matrix,Mala,NaNs,NaN,2025-03-13
1245,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1246,the-revenant,Buena,NaNs,NaN,2025-03-13
1247,jurassic-park,Mala,NaNs,NaN,2025-03-13
1248,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1249,the-social-network,Regular,NaNs,NaN,2025-03-13
1250,braveheart,Regular,NaNs,NaN,2025-03-13
1251,finding-nemo,Mala,NaNs,NaN,2025-03-13
1252,spider-man:-no-way-home,Regular,NaNs,NaN,2025-03-13
1253,the-dark-knight,Buena,NaNs,NaN,2025-03-13
1254,finding-nemo,Regular,NaNs,NaN,2025-03-13
1255,schindler's-list,Buena,NaNs,NaN,2025-03-13
1256,the-dark-knight,Buena,NaNs,NaN,2025-03-13
1257,the-lord-of-the-rings,Buena,NaNs,NaN,2025-03-13
1258,titanic,Mala,NaNs,NaN,2025-03-13
1259,coco,Regular,NaNs,NaN,2025-03-13
1260,schindler's-list,Mala,NaNs,NaN,2025-03-13
1261,jurassic-park,Mala,NaNs,NaN,2025-03-13
1262,titanic,Regular,NaNs,NaN,2025-03-13
1263,the-social-network,Buena,NaNs,NaN,2025-03-13
1264,schindler's-list,Regular,NaNs,NaN,2025-03-13
1265,the-dark-knight,Mala,NaNs,NaN,2025-03-13
1266,inception,Buena,NaNs,NaN,2025-03-13
1267,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
1268,titanic,Buena,NaNs,NaN,2025-03-13
1269,avengers:-endgame,Mala,NaNs,NaN,2025-03-13
1270,the-revenant,Regular,NaNs,NaN,2025-03-13
1271,finding-nemo,Mala,NaNs,NaN,2025-03-13
1272,mad-max:-fury-road,Mala,NaNs,NaN,2025-03-13
1273,the-shawshank-redemption,Regular,NaNs,NaN,2025-03-13
1274,pulp-fiction,Mala,NaNs,NaN,2025-03-13
1275,the-social-network,Mala,NaNs,NaN,2025-03-13
1276,the-social-network,Buena,NaNs,NaN,2025-03-13
1277,the-social-network,Buena,NaNs,NaN,2025-03-13
1278,titanic,Buena,NaNs,NaN,2025-03-13
1279,coco,Mala,NaNs,NaN,2025-03-13
1280,braveheart,Mala,NaNs,NaN,2025-03-13
1281,the-lord-of-the-rings,Mala,NaNs,NaN,2025-03-13
1282,the-silence-of-the-lambs,Mala,NaNs,NaN,2025-03-13
1283,the-social-network,Regular,NaNs,NaN,2025-03-13
1284,toy-story,Buena,NaNs,NaN,2025-03-13
1285,whiplash,Regular,NaNs,NaN,2025-03-13
1286,fight-club,Mala,NaNs,NaN,2025-03-13
1287,coco,Mala,NaNs,NaN,2025-03-13
1288,toy-story,Mala,NaNs,NaN,2025-03-13
1289,inception,Mala,NaNs,NaN,2025-03-13
1290,forrest-gump,Regular,NaNs,NaN,2025-03-13
1291,the-godfather,Buena,NaNs,NaN,2025-03-13
1292,toy-story,Mala,NaNs,NaN,2025-03-13
1293,the-dark-knight,Regular,NaNs,NaN,2025-03-13
1294,toy-story,Mala,NaNs,NaN,2025-03-13
1295,braveheart,Buena,NaNs,NaN,2025-03-13
1296,the-godfather,Regular,NaNs,NaN,2025-03-13
1297,the-godfather,Mala,NaNs,NaN,2025-03-13
1298,jurassic-park,Regular,NaNs,NaN,2025-03-13
1299,parasite,Buena,NaNs,NaN,2025-03-13
1300,the-matrix,Buena,NaNs,NaN,2025-03-13
1301,finding-nemo,Regular,NaNs,NaN,2025-03-13
1302,the-matrix,Mala,NaNs,NaN,2025-03-13
1303,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1304,finding-nemo,Mala,NaNs,NaN,2025-03-13
1305,the-matrix,Buena,NaNs,NaN,2025-03-13
1306,parasite,Mala,NaNs,NaN,2025-03-13
1307,the-godfather,Mala,NaNs,NaN,2025-03-13
1308,parasite,Buena,NaNs,NaN,2025-03-13
1309,schindler's-list,Mala,NaNs,NaN,2025-03-13
1310,mad-max:-fury-road,Buena,NaNs,NaN,2025-03-13
1311,avengers:-endgame,Regular,NaNs,NaN,2025-03-13
1312,star-wars,Mala,NaNs,NaN,2025-03-13
1313,toy-story,Buena,NaNs,NaN,2025-03-13
1314,the-matrix,Mala,NaNs,NaN,2025-03-13
1315,pulp-fiction,Buena,NaNs,NaN,2025-03-13
1316,the-dark-knight,Buena,NaNs,NaN,2025-03-13
1317,inception,Regular,NaNs,NaN,2025-03-13
1318,toy-story,Regular,NaNs,NaN,2025-03-13
1319,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
1320,spider-man:-no-way-home,Mala,NaNs,NaN,2025-03-13
1321,braveheart,Regular,NaNs,NaN,2025-03-13
1322,fight-club,Mala,NaNs,NaN,2025-03-13
1323,jurassic-park,Mala,NaNs,NaN,2025-03-13
1324,titanic,Mala,NaNs,NaN,2025-03-13
1325,gladiator,Mala,NaNs,NaN,2025-03-13
1326,fight-club,Buena,NaNs,NaN,2025-03-13
1327,toy-story,Buena,NaNs,NaN,2025-03-13
1328,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
1329,parasite,Buena,NaNs,NaN,2025-03-13
1330,the-matrix,Buena,NaNs,NaN,2025-03-13
1331,finding-nemo,Regular,NaNs,NaN,2025-03-13
1332,the-lion-king,Mala,NaNs,NaN,2025-03-13
1333,spider-man:-no-way-home,Buena,NaNs,NaN,2025-03-13
1334,pulp-fiction,Mala,NaNs,NaN,2025-03-13
1335,schindler's-list,Buena,NaNs,NaN,2025-03-13
1336,the-silence-of-the-lambs,Buena,NaNs,NaN,2025-03-13
